first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address,city,first_initial
Rotraut,Müller,2023-02-08,2023,F,51727,kunigundawirth@googlemail.com,(01146) 24293,Friedrich-Wilhelm-Schweitzer-Allee 86,Main-Höchst,R
Mirella,Schwital,1982-05-20,1982,F,84198,aumanncora@gmail.com,+49(0)0668646264,Müllerweg 0/4,Mainburg,M
Heinz-wilhelm,Jäkel,1999-09-12,1999,M,69053,elma13@hotmail.de,(08580) 716472,Bärerweg 5/5,Chemnitz,H
Gislinde,Hettner,1936-12-09,1936,F,38272,ahoefig@hotmail.de,(04408) 903982,Stiebitzallee 70,Peine,G
Walburga,Knappe,2023-06-21,2023,F,09138,tbecker@yahoo.de,0354127072,Karlheinz-Süßebier-Ring 550,Euskirchen,W
Steffen,Zahn,1925-07-22,1925,M,10655,soedingsuse@aol.de,02607 111579,Dunja-Förster-Platz 64,Peine,S
Heiner,Gunpf,1953-12-04,1953,M,54652,linus96@web.de,07979158420,Attila-Schmiedecke-Straße 6/8,Miesbach,H
Trudi,Hermann,1936-06-22,1936,F,04195,cordulajuncken@aol.de,04607 82015,Ortmannstr. 234,Oschatz,T
Leif,Gröttner,1932-01-03,1932,M,89870,tatianakaul@aol.de,+49(0)4997158907,Miesplatz 15,Eisenberg,L
Rosi,Jäkel,1962-12-10,1962,F,91778,siegharddobes@googlemail.com,+49(0) 562402513,Nevenka-Vollbrecht-Platz 4/5,Dachau,R
Sedat,Mohaupt,1928-09-09,1928,M,22844,engin26@aol.de,+49(0) 386405211,Mustafa-Sontag-Platz 9/6,Bad Freienwalde,S
Isabell,Weinhold,1947-09-15,1947,F,75941,gnatzswetlana@web.de,09185 518882,Hulda-Keudel-Platz 5,Malchin,I
Hanspeter,Schuchhardt,2008-06-26,2008,M,23404,ernstnadeschda@hotmail.de,(04063) 328844,Zobelring 529,Wetzlar,H
Janna,Binner,1934-01-13,1934,F,54675,wolf-dieterjunk@gmail.com,+49 (0) 0448 601249,Gotthardring 804,Uelzen,J
Walli,Seidel Beng,2001-10-30,2001,F,11244,tschottin@aol.de,05931029239,Nergerweg 3,Eichstätt,W
Ramona,Pruschke,2005-07-15,2005,F,83897,dobesdominic@web.de,+49 (0) 1828 987124,Putzstr. 59,Grevenbroich,R
Antje,Briemer,2010-04-19,2010,F,39414,nicokoehler@hotmail.de,+49(0) 111736091,Etzoldstr. 7/2,Günzburg,A
Lea,Börner,1954-07-31,1954,F,26183,eugeniaortmann@web.de,+49(0)5105 027499,Camilla-Rosemann-Straße 1,Kusel,L
Cäcilia,Martin-briemer,1966-07-14,1966,F,71639,schleichhasso@googlemail.com,+49(0)7082 12070,Heserweg 04,Mittweida,C
Iwan,Stiebitz Beng,1947-05-14,1947,M,21315,obeer@hotmail.de,+49(0)3484492530,Wagenknechtallee 525,Riesa,I
Waldtraut,Mühle,1938-09-17,1938,F,90739,hans-willi70@yahoo.de,08713174947,Mirjam-Eberhardt-Ring 849,Büsingen am Hochrhein,W
Wolf-dieter,Bolnbach-beckmann,2001-01-16,2001,M,70310,nevenkaauch-schlauchin@aol.de,+49 (0) 9682 662322,Paffrathplatz 309,Altentreptow,W
Liesa,Mühle,2005-07-26,2005,F,63435,viviane49@gmx.de,(07593) 10009,Albrecht-Mangold-Weg 2,Vechta,L
Ivonne,Kroker-schüler,1998-11-15,1998,F,65683,geissleranneke@googlemail.com,05459144517,Henkring 32,Bogen,I
Notburga,Gunpf,1995-06-29,1995,F,66217,floraplath@gmail.com,+49(0)0594 636521,Schweitzerring 4,Seelow,N
Dragica,Textor,1985-05-13,1985,F,57484,nettemagnus@googlemail.com,+49(0)1234 54792,Ivana-Biggen-Weg 738,Viechtach,D
Randolf,Lange,1958-11-15,1958,M,28137,monique23@googlemail.com,+49(0)4012482976,Lachmannstraße 4/5,Burglengenfeld,R
Egon,Hölzenbecher,1941-04-08,1941,M,59269,dippelsibille@aol.de,(00334) 22767,Frank-Peter-Johann-Allee 2,Rottweil,E
Urte,Bohnbach,2025-06-25,2025,F,26278,luebsviviane@hotmail.de,(01410) 924846,Heiderose-Pergande-Platz 8,Schwäbisch Gmünd,U
Katherina,Eberhardt,1998-02-02,1998,F,17368,briemergertraud@aol.de,(05850) 783057,Wagnerplatz 90,Garmisch-Partenkirchen,K
Alan,Kraus,2014-05-20,2014,M,27207,zfiebig@hotmail.de,+49(0) 461827422,Schottinplatz 2,Badibling,A
Filippo,Mitschke,1944-10-08,1944,M,60051,qditschlerin@hotmail.de,+49 (0) 1054 013653,Irmingard-Gröttner-Weg 77,Riesa,F
Elma,Vollbrecht,2007-07-15,2007,F,98697,soedinglissy@hotmail.de,+49(0)2875 67692,Angela-Rosenow-Weg 107,Hettstedt,E
Karina,Kuhl,1914-02-12,1914,F,91502,ekkehardschleich@yahoo.de,09634 169991,Mentzelgasse 99,Wolfratshausen,K
Herma,Renner Beng,1918-08-15,1918,F,63026,nicolaigeisler@web.de,(07660) 56555,Noackring 9,Teterow,H
Holger,Stolze,1990-10-25,1990,M,80253,hfinke@web.de,0785238504,Gunda-Baum-Platz 587,Angermünde,H
Karola,Weinhold,1924-02-05,1924,F,07695,seifertkata@gmail.com,(00144) 003943,Birger-Hendriks-Gasse 286,Ebern,K
Attila,Hövel-dowerg,1922-03-26,1922,M,37596,stella41@web.de,+49(0) 991406855,Hiltraud-Täsche-Straße 1/6,Pasewalk,A
Claas,Langern,1915-02-04,1915,M,98280,marian46@gmx.de,+49(0)9911955538,Blochgasse 99,Witzenhausen,C
Hiltrud,Harloff,1958-10-12,1958,F,02110,dfechner@aol.de,+49 (0) 6154 574774,Charles-Eckbauer-Straße 7/3,Tecklenburg,H
Georg,Heuser,1966-07-28,1966,M,55474,gerdi93@aol.de,+49(0)1961 66087,Bolanderplatz 9,Coburg,G
Dajana,Baum-gorlitz,1916-09-30,1916,F,63516,jaekelheinz-josef@aol.de,03501 694553,Norbert-Graf-Straße 6,Oschatz,D
Klaudia,Bolander,2001-06-22,2001,F,90064,trautelachmann@aol.de,07760297861,Nils-Bender-Straße 9/0,Sondershausen,K
Pedro,Hornig,1958-12-15,1958,M,92252,knappeandy@hotmail.de,+49(0)8274 455140,Felix-Otto-Allee 55,Beeskow,P
Reza,Hering,1960-05-07,1960,M,45892,lenahoefig@web.de,08894170442,Rene-Rörricht-Allee 47,Neustadtner Waldnaab,R
Hedi,Flantz,1954-01-22,1954,F,24129,zimmermeinrad@gmx.de,03617829804,Margrafgasse 364,Niesky,H
Horst,Lindner,1918-05-16,1918,M,37288,heinz-juergenladeck@aol.de,+49 (0) 4912 635682,Döhnstraße 943,Meißen,H
Joerg,Hölzenbecher,1936-09-06,1936,M,76346,hildegund22@googlemail.com,+49(0)5101 254259,Conradigasse 0,Neunburg vorm Wald,J
Lilli,Stahr,1945-04-22,1945,F,89320,joerg92@gmx.de,+49(0)9517 978903,Bertha-Kroker-Straße 284,Sömmerda,L
Sigismund,Klingelhöfer,1941-09-10,1941,M,43341,hans-heinrichpruschke@yahoo.de,08391 822830,Hermighausenweg 16,Miesbach,S
Harri,Schmiedt-ullmann,1932-08-23,1932,M,34797,beyerjulia@yahoo.de,0996815479,Schaafstraße 9,Chemnitz,H
Helfried,Christoph,1918-12-03,1918,M,58498,irena40@yahoo.de,(04440) 63054,Eleonora-Plath-Gasse 3,Lüdenscheid,H
Nurten,Gröttner,1946-08-06,1946,F,40878,heintzedenny@aol.de,0660668353,Liebeltallee 1/1,Beeskow,N
Ayse,Striebitz,2019-11-21,2019,F,19207,ehlertjolanda@yahoo.de,02476 09945,Karzplatz 555,Bad Kissingen,A
Bruni,Dörr,2021-04-08,2021,F,96902,romana64@yahoo.de,0187397673,Mentzelgasse 1,Rudolstadt,B
Andrei,Lachmann,1973-09-02,1973,M,69411,sigmundpatberg@aol.de,+49(0)9263100530,Seifertweg 4,Jena,A
Carolina,Möchlichen,2005-12-24,2005,F,77980,siglinde62@hotmail.de,05311629613,Jäntschweg 575,Fürstenwalde,C
Attila,Klotz,1976-03-24,1976,M,86401,loosswetlana@web.de,0692984865,Karoline-van der Dussen-Ring 8/0,Meiningen,A
Deborah,Krein-koch Ii,2008-11-15,2008,F,36148,heini54@googlemail.com,05180478997,Scholtzweg 099,Wittmund,D
Jörg-peter,Weiß,1999-12-31,1999,M,29392,aumannrenata@hotmail.de,+49(0)3059 86920,Lidwina-Adolph-Weg 3/2,Uffenheim,J
Sebastian,Seifert,1993-03-29,1993,M,26809,xpechel@gmail.com,+49(0) 097909161,Keudelallee 039,Demmin,S
Katja,Drewes,1982-04-04,1982,F,77169,halinakoehler@gmx.de,00498 172291,Mentzelstr. 74,Bad Kissingen,K
Metin,Barkholz,1980-02-08,1980,M,01226,klotzsylvester@gmx.de,+49(0)4028180119,Selim-Köster-Ring 9,Augsburg,M
Anja,Gotthard-ortmann,1922-12-11,1922,F,39309,hella11@gmail.com,+49(0)3660 587650,Hans-Friedrich-Conradi-Straße 5/4,Genthin,A
Ottmar,Wulff,1935-11-01,1935,M,60399,ybaehr@web.de,+49(0)3439 808668,Marie-Luise-Geisler-Ring 1/9,Griesbach Rottal,O
Elenore,Pärtzelt Beng,2008-12-21,2008,F,08556,rbolzmann@yahoo.de,06785 551771,Silvana-Bolnbach-Straße 504,Lübben,E
Arif,Tschentscher,1915-02-05,1915,M,40008,pechelsilvio@googlemail.com,02955654988,Cläre-Hoffmann-Ring 1,Deggendorf,A
Sieglinde,Kuhl,2018-03-30,2018,F,20918,leonorereichmann@gmail.com,01886 436343,Peter-Hentschel-Straße 4,Schwäbisch Hall,S
Rudolph,Haering,1990-03-15,1990,M,40205,annelieselosekann@hotmail.de,+49(0) 489262910,Beerring 7/2,Weimar,R
Ruben,Wohlgemut,1996-12-04,1996,M,06461,nevenka03@aol.de,03964230813,Beerstraße 8/2,Malchin,R
Katarzyna,Schönland,1965-11-21,1965,F,66478,hartungbenno@gmx.de,+49(0)4533 987637,Mitschkering 8,Freising,K
Franco,Hesse-bauer,1970-01-02,1970,M,13907,langernmato@aol.de,+49(0)3368151335,Heuserweg 6,Gunzenhausen,F
Cathrin,Rust,2015-03-25,2015,F,59955,reimundbenthin@aol.de,+49 (0) 9218 405619,Reinhild-Pergande-Allee 8/2,Böblingen,C
Muharrem,Binner,1963-09-05,1963,M,95051,gesa30@gmail.com,+49(0)1992529345,Lilian-Weitzel-Gasse 5/3,Tirschenreuth,M
Margarethe,Schmiedt-stiebitz,1986-02-16,1986,F,09216,yhess@yahoo.de,+49(0)9576 22570,Jobst-Kensy-Platz 007,Backnang,M
Sinaida,Drub-mentzel,2016-06-13,2016,F,29079,soedingrico@web.de,+49(0) 009827424,Albina-Hamann-Straße 9,Monschau,S
Pia,Kaul-weinhage,1989-02-15,1989,F,95012,heinz-dieterjunitz@hotmail.de,(06867) 606493,Eckhardt-Sölzer-Allee 48,Tecklenburg,P
Enno,Seidel-eckbauer,2018-03-06,2018,M,98097,fanny56@googlemail.com,(03225) 15430,Vollbrechtplatz 4/1,Bernburg,E
Wulf,Gierschner Beng,2016-10-14,2016,M,37230,biggensiegbert@gmx.de,08547 155940,Süleyman-Hartmann-Platz 7,Oranienburg,W
Hardy,Kallert,1985-12-12,1985,M,36160,judithjungfer@googlemail.com,(03219) 55330,Mälzerring 1/3,Saulgau,H
Karl-hans,Killer,1946-08-06,1946,M,69018,filizkoch@gmail.com,+49(0)8372 269175,Ebertallee 535,Kelheim,K
Hans-j,Gertz,1916-10-25,1916,M,60391,ybolnbach@googlemail.com,+49(0)9968 27231,Birgit-Stroh-Straße 6,Querfurt,H
Hans-günter,Mude,2011-05-02,2011,M,60112,yvettewagenknecht@googlemail.com,(06593) 84351,Imre-Gertz-Platz 708,Bad Mergentheim,H
Birthe,Weimer,1912-03-17,1912,F,61149,gehringerhansgeorg@aol.de,+49(0)7055772513,Birgit-Klingelhöfer-Weg 27,Herford,B
Adolf,Mosemann,1968-06-09,1968,M,83230,jonasjungfer@gmail.com,04662 661111,Lisette-Rust-Straße 5,Böblingen,A
Arnim,Hermighausen,1985-04-01,1985,M,34798,uzahn@yahoo.de,(09776) 829900,Rena-Holsten-Gasse 65,Herzberg,A
Eric,Pruschke,1944-07-30,1944,M,47730,rene56@yahoo.de,08325 73256,Kitzmannstraße 011,Goslar,E
Wilfried,Haering,2000-01-23,2000,M,46822,uconradi@web.de,+49(0)0033 13669,Claudius-Geißler-Gasse 3/3,Osterburg,W
Zeljko,Jäntsch,1917-02-24,1917,M,83487,heserjosefine@hotmail.de,+49 (0) 6125 894534,Kraushaarweg 199,Ebersberg,Z
Sören,Schleich-ullrich,1955-05-14,1955,M,13522,christinawinkler@yahoo.de,+49 (0) 7485 338695,Kühnertring 520,Erkelenz,S
Janus,Gute,2014-11-27,2014,M,70258,rebecca58@yahoo.de,+49(0) 861791649,Langeallee 109,Eutin,J
Brunhilde,Paffrath,1925-03-04,1925,F,28311,uheser@hotmail.de,01572613827,Anne-Rose-Löchel-Ring 5,Kassel,B
Doreen,Knappe,1944-12-14,1944,F,65839,alfritter@gmx.de,(06915) 805421,Marianne-Freudenberger-Platz 4,Coburg,D
Sandra,Graf,1932-10-03,1932,F,18068,vbaum@web.de,+49(0)7145937042,Renate-Keudel-Ring 833,Hohenmölsen,S
Leonhard,Adolph,1999-02-22,1999,M,13470,johannekrebs@hotmail.de,+49 (0) 7144 264124,Valeri-Finke-Weg 5,Norden,L
Wally,Salz,1976-01-01,1976,F,12716,dittmarehlert@gmail.com,+49(0)4979 858391,Kadeallee 43,Bernburg,W
Rosalia,Rogge-stahr,1979-01-19,1979,F,82499,alfonso90@gmail.com,09401716959,Wielochstr. 334,Mayen,R
Branka,Wagenknecht,1983-09-07,1983,F,52929,iwantlustek@gmx.de,(04637) 60872,Angelika-Steuer-Allee 8,Grafenau,B
Britt,Etzold,1990-03-03,1990,F,18402,vinkowieloch@web.de,0981923603,Möchlichengasse 2,Eckernförde,B
Christina,Hübel,2017-02-20,2017,F,51435,vinko39@gmail.com,+49(0)7458 059125,Hentschelgasse 3,Ribnitz-Damgarten,C
Anselm,Hiller,1945-06-28,1945,M,65893,madlen90@aol.de,06770 65075,Ricarda-Mülichen-Straße 1/3,Schmölln,A
Stefano,Budig,2014-01-02,2014,M,29108,gumprichselim@gmx.de,+49(0) 196229910,Holzapfelallee 176,Feuchtwangen,S
Juliane,Bohnbach Beng,1979-03-29,1979,F,42479,baerbelbaum@gmx.de,+49 (0) 4961 446702,Abbas-Junken-Straße 5/7,Schwäbisch Gmünd,J
Saskia,Bachmann,1921-10-27,1921,F,73811,lenibirnbaum@web.de,(06081) 36552,Adlerallee 520,Zossen,S
Geza,Tröst-nerger,1925-01-22,1925,F,70681,zkiller@gmx.de,04312 452627,Ditschlerinallee 257,Kitzingen,G
Eva-marie,Rörricht,2024-11-20,2024,F,60293,jutta75@yahoo.de,+49(0)6300387542,Angelo-Dehmel-Allee 85,Cuxhaven,E
Berta,Adolph,1927-01-28,1927,F,19481,xkiller@hotmail.de,09143 230406,Hertrampfweg 66,Griesbach Rottal,B
Antonino,Trupp,2017-06-29,2017,M,21136,reinhardtsilva@web.de,+49(0)5494 44304,Svea-Kallert-Ring 13,Scheinfeld,A
Ildiko,Römer-hofmann,2015-08-31,2015,F,70013,erogner@gmx.de,+49(0)0045 367582,Kata-Rust-Ring 5/0,Sternberg,I
Lore,Harloff,1983-02-24,1983,F,12684,steinbergbirthe@hotmail.de,04128448702,Anita-Schmiedecke-Allee 438,Eckernförde,L
Gero,Kade,2007-03-08,2007,M,03464,klaushenck@web.de,08222928813,Heydrichgasse 44,Burg,G
Cäcilie,Pölitz Beng,1999-04-20,1999,F,38037,kkiller@yahoo.de,(00618) 106193,Ringring 959,Jena,C
Eugenie,Hahn,1938-12-10,1938,F,14872,patrizia84@googlemail.com,01473815119,Bergerweg 24,Lübz,E
Branko,Ladeck,2016-11-13,2016,M,37788,svetlanalangern@googlemail.com,05529 764310,Trubplatz 464,Osterode am Harz,B
Josefa,Stiffel,2014-08-01,2014,F,67267,krameremin@gmx.de,(08362) 31114,Valentin-Rörricht-Weg 38,Sebnitz,J
Carin,Bien,1947-06-25,1947,F,72522,manszdenka@googlemail.com,+49 (0) 9835 902794,Susanna-Süßebier-Allee 8,Halberstadt,C
Klaus,Gotthard,2018-10-06,2018,M,39173,junitzemmy@gmx.de,04575380106,Monika-Salz-Gasse 7/3,Griesbach Rottal,K
Veronica,Putz,1939-12-24,1939,F,63530,valerijhartmann@yahoo.de,+49(0)9080 48289,Piepergasse 3,Wittstock,V
Lambert,Briemer,1998-09-20,1998,M,07884,jennyfroehlich@hotmail.de,+49 (0) 8841 306271,Sieglinde-van der Dussen-Platz 1/1,Aue,L
Edda,Bien,1983-12-26,1983,F,28772,tsorgatz@googlemail.com,+49(0)8168075544,Boucseinstr. 22,Kusel,E
Gönül,Mans,1926-05-25,1926,F,37313,lehmannflorian@gmail.com,(08582) 30596,Heydrichring 12,Quedlinburg,G
Tino,Huhn,1915-04-10,1915,M,57038,danielle08@gmail.com,+49(0)4392 13257,Juri-Franke-Ring 55,Vilsbiburg,T
Walter,Wulf,1961-06-09,1961,M,46499,pschmiedt@gmail.com,(06313) 14339,Oda-Wagenknecht-Straße 060,Beilngries,W
Tamara,Eimer-hentschel,1968-12-10,1968,F,55489,woldemarfritsch@web.de,+49(0)9747517175,Winklerplatz 52,Kamenz,T
Friedl,Weller,1946-04-13,1946,F,23051,holzapfelarif@hotmail.de,04085 15106,Anja-Klemt-Platz 5,München,F
Semra,Rogge,1958-02-23,1958,F,52883,branko93@web.de,09106 857758,Wulfgasse 6,Rottweil,S
Mirja,Ritter,1937-10-19,1937,F,03073,nuraymohaupt@yahoo.de,+49(0)0465 31402,Bernt-Bruder-Weg 0/8,Jena,M
Susanna,Mentzel,1984-01-01,1984,F,31838,oliver92@web.de,03829521714,Robin-Kensy-Ring 383,Ebermannstadt,S
Slawomir,Sontag,1915-09-10,1915,M,09932,pweinhage@gmx.de,+49 (0) 9370 349924,Krausweg 80,Mallersdorf,S
Kriemhild,Beier,1970-12-15,1970,F,32312,rouvenklapp@web.de,+49 (0) 9122 788893,Benno-Beckmann-Straße 7,Mühldorf am Inn,K
Karolin,Fiebig,1985-11-16,1985,F,85792,whande@gmail.com,+49(0) 844804354,Manuela-Hande-Ring 86,Schleiz,K
René,Hornig,1963-10-27,1963,M,16733,emmischuster@gmail.com,+49 (0) 4183 306663,Faustplatz 96,Bersenbrück,R
Hedi,Möchlichen,1914-11-27,1914,F,22368,zdravko48@aol.de,+49(0) 486505542,Giorgio-Rädel-Platz 2,Sömmerda,H
Gretel,Rosenow,1952-05-23,1952,F,59542,eberhardt99@gmail.com,+49(0)2722 563329,Karl Heinz-Klapp-Weg 98,Dieburg,G
Zita,Wernecke-lorch,1917-01-15,1917,F,59620,zoltan62@hotmail.de,+49(0)4884 33884,Guenter-Patberg-Straße 6/9,Eilenburg,Z
Björn,Jäntsch-bolzmann,1980-01-22,1980,M,19379,hans-dieter32@hotmail.de,+49(0)0364808097,Benderstraße 23,Ilmenau,B
Lorenz,Röhricht,1957-05-21,1957,M,96609,georgia83@gmail.com,04225556271,Verena-Wohlgemut-Weg 2,Rostock,L
Katherina,Hande,1971-03-18,1971,F,74382,olgarust@hotmail.de,+49(0)4362248495,Davidsring 669,Mühlhausen,K
Trudi,Jäkel,2012-09-22,2012,F,23517,renato25@googlemail.com,02517 78694,Bianka-Jacobi Jäckel-Straße 09,Dinkelsbühl,T
Marek,Schäfer,2018-12-13,2018,M,17523,betinaaumann@gmx.de,(01696) 49050,Eva-Jüttner-Straße 49,Wolfach,M
Ute,Segebahn,1971-09-26,1971,F,28315,jmuehle@aol.de,+49 (0) 7039 624100,Henschelallee 6/6,Donaueschingen,U
Winfried,Röhrdanz-wohlgemut,1948-01-16,1948,M,22562,thilodoehn@gmail.com,+49(0)1098 935767,Severin-Karge-Gasse 6/7,Hofgeismar,W
Hans-jörg,Thanel,1990-04-26,1990,M,51274,sonianohlmans@yahoo.de,+49(0)6042849568,Oderwaldweg 9,Querfurt,H
